Supply_station,Sale_location,Postal_code,Municipality,Region,Type,Supertype,Sale_type,Quantity,Quantity_tons,Year,Use_category,Domestic_international,Comment,Ship_category,Use_category_eng,Population_region,Population_munic
Söludælur,Siglufjörður,580,Fjallabyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,499962,374.9715,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2021
Söludælur,Ólafsfjörður,625,Fjallabyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,327902,245.9265,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2021
Akureyri,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3561,2.67075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,716845,537.63375,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,6175901,4631.92575,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,7256,5.442,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,235442,176.5815,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1119553,839.66475,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,57674,43.2555,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,754633,565.97475,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1057216,792.912,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,2829,2.12175,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Akureyri,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1224946,918.7095,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Grímsey,601,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,9877,7.40775,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Hrísey,601,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,15444,11.583,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Grenivík,610,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,100971,75.72825,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,20379
Söludælur,Árskógssandur,620,Dalvíkurbyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,67904,50.928,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1849
Söludælur,Dalvík,620,Dalvíkurbyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,726901,545.17575,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1849
Söludælur,Húsavík,640,"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1462268,1096.701,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2827
Söludælur,Fosshóll,641,Þingeyjarsveit,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,126700,95.025,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1301
Reykjavík,Laugar í Reykjadal,650,Þingeyjarsveit,Norðurland eystra,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1999,1.49925,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1301
Söludælur,Laugar í Reykjadal,650,Þingeyjarsveit,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,237121,177.84075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1301
Söludælur,Reykjahlíð,660,Þingeyjarsveit,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,680524,510.393,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1301
Söludælur,Skútustaðir,660,Þingeyjarsveit,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,120118,90.0885,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,1301
Söludælur,Kópasker,670,"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,70445,52.83375,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2827
Söludælur,Ásbyrgi,671,"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,144656,108.492,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2827
Söludælur,Raufarhöfn,675,"Norðurþing,Tjörneshreppur",Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,77492,58.119,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,2827
Söludælur,Þórshöfn,680,Langanesbyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,202561,151.92075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,604
Söludælur,Bakkafjörður,685,Langanesbyggð,Norðurland eystra,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,31663,23.74725,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,28981,604
Söludælur,Vopnafjörður,690,Vopnafjarðarhreppur,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,288234,216.1755,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,669
Söludælur,Egilsstaðir,700,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1628123,1221.09225,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Egilsstaðir,700,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,18,0.0135,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Egilsstaðir,700,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,491810,368.8575,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Akureyri,Skjöldólfsst.í Jökuld.,701,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,15003,11.25225,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Fellabær,701,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,324885,243.66375,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Skjöldólfsst.í Jökuld.,701,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,108856,81.642,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Hallormsstaður,701,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,39801,29.85075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Seyðisfjörður,710,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,242190,181.6425,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Mjóifjörður,715,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3310,2.4825,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Borgarfjörður Eystri,720,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,70994,53.2455,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Reyðarfjörður,730,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,822983,617.23725,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Eskifjörður,735,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,357195,267.89625,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Neskaupstaður,740,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,499913,374.93475,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Fáskrúðsfjörður,750,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,200104,150.078,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Stöðvarfjörður,755,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,116662,87.4965,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Breiðdalsvík,760,Fjarðabyggð,Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,130432,97.824,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4879
Söludælur,Djúpivogur,765,"Fljótsdalshreppur,Múlaþing",Austurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,296564,222.423,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,10247,4699
Söludælur,Höfn í Hornafirði,780,Sveitarfélagið Hornafjörður,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1488726,1116.5445,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2123
Reykjavík,Hestgerði,781,Sveitarfélagið Hornafjörður,Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,20041,15.03075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2123
Söludælur,Freysnes,781,Sveitarfélagið Hornafjörður,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,426448,319.836,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2123
Söludælur,Nesjar við Höfn,781,Sveitarfélagið Hornafjörður,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,250073,187.55475,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2123
Söludælur,Fagurhólsmýri,785,Sveitarfélagið Hornafjörður,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,234186,175.6395,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2123
Söludælur,Selfoss,800,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,3591769,2693.82675,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Selfoss,800,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,1372080,1029.06,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Selfoss,800,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,976671,732.50325,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Selfoss,800,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,9081,6.81075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Reykjavík,Minni - Borg,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1618,1.2135,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Reykjavík,Úthlíð í Biskupst.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,986,0.7395,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Árnes í Gnúpverjahr.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,46457,34.84275,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Árnes í Gnúpverjahr.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,128442,96.3315,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Brautarhóll í Biskupst.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,95958,71.9685,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Brautarhóll í Biskupst.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,210471,157.85325,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Geysir,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,42984,32.238,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Geysir,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,117120,87.84,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Minni - Borg,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,223623,167.71725,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Úthlíð í Biskupst.,801,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,109166,81.8745,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Reykjavík,Litla Kaffistofan,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1938,1.4535,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Reykjavík,Litla Kaffistofan,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín ET,Bensín,Sala utan svæðis - flj.,1013,0.75975,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Hveragerði,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,1326891,995.16825,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Hveragerði,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,419782,314.8365,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Hveragerði,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,440017,330.01275,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Litla Kaffistofan,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,205540,154.155,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Litla Kaffistofan,810,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 98 oct.,Bensín,Sala innan svæðis - flj.,2864,2.148,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Þorlákshöfn,815,"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,659720,494.79,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4203
Söludælur,Eyrarbakki,820,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,160005,120.00375,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Stokkseyri,825,"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,209465,157.09875,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,8566
Söludælur,Laugarvatn,840,"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,123284,92.463,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2637
Söludælur,Laugarvatn,840,"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,342092,256.569,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2637
Reykjavík,Flúðir í Hrunam.hr.,845,"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1075,0.80625,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2637
Söludælur,Flúðir í Hrunam.hr.,845,"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,152950,114.7125,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2637
Söludælur,Flúðir í Hrunam.hr.,845,"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,235906,176.9295,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,2637
Söludælur,Hella,850,"Ásahreppur,Rangárþing ytra",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,786198,589.6485,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1730
Söludælur,Hrauneyjar,851,"Ásahreppur,Rangárþing ytra",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,96764,72.573,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1730
Söludælur,Landvegamót,851,"Ásahreppur,Rangárþing ytra",Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,367822,275.8665,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1730
Söludælur,Hvolsvöllur,860,Rangárþing eystra,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,857800,643.35,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1725
Söludælur,Hvolsvöllur,860,Rangárþing eystra,Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,703734,527.8005,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1725
Reykjavík,Steinar undir Eyjafj.,861,Rangárþing eystra,Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,1510,1.1325,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1725
Reykjavík,Steinar undir Eyjafj.,861,Rangárþing eystra,Suðurland,Bensín ET,Bensín,Sala utan svæðis - flj.,1106,0.8295,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,1725
Söludælur,Vík í Mýrdal,870,Mýrdalshreppur,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,616910,462.6825,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,478
Söludælur,Vík í Mýrdal,870,Mýrdalshreppur,Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,749187,561.89025,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,478
Reykjavík,Kirkjubæjarklaustur,880,Skaftárhreppur,Suðurland,Bensín 95 oct.,Bensín,Sala utan svæðis - flj.,4549,3.41175,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,457
Söludælur,Kirkjubæjarklaustur,880,Skaftárhreppur,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,341116,255.837,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,457
Söludælur,Kirkjubæjarklaustur,880,Skaftárhreppur,Suðurland,Bensín ET,Bensín,Sala innan svæðis - flj.,572832,429.624,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,457
Söludælur,Vestmannaeyjar,900,Vestmannaeyjabær,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,118041,88.53075,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4239
Söludælur,Vestmannaeyjar,900,Vestmannaeyjabær,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,406968,305.226,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4239
Söludælur,Vestmannaeyjar,900,Vestmannaeyjabær,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,790062,592.5465,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4239
Vestmannaeyjar,Vestmannaeyjar,900,Vestmannaeyjabær,Suðurland,Bensín 95 oct.,Bensín,Sala innan svæðis - flj.,66,0.0495,2015,Samgöngur á landi,Innanlands,NA,NA,Land transport,26158,4239
Reykjavík,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,18561,13.530968999999999,2015,Flug,Innanlands,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,149037,108.647973,2015,Flug,Innanlands,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala ekki flutningsjöfnuð,2771,2.020059,2015,Flug,Millilanda,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,188023,137.06876699999998,2015,Flug,Innanlands,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,1188,0.866052,2015,Flug,Innanlands,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala ekki flutningsjöfnuð,10290,7.50141,2015,Flug,Millilanda,NA,NA,Flights,206483,197324
Söludælur,Höfuðborgarsvæðið,101,"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,28527,20.796183,2015,Flug,Innanlands,NA,NA,Flights,206483,197324
Reykjavík,Keflavíkurflugvöllur,230,Reykjanesbær,Suðurnes,Flugbensín,Flugbensín,Sala utan svæðis - flj.,77125,56.224125,2015,Flug,Innanlands,NA,NA,Flights,21662,14658
Söludælur,Mosfellsbær,270,Mosfellsbær,Höfuðborgarsvæðið,Flugbensín,Flugbensín,Sala innan svæðis - flj.,19263,14.042727,2015,Flug,Innanlands,NA,NA,Flights,206483,9159
Söludælur,Ísafjarðarflugvöllur,400,Ísafjarðarbær,Vestfirðir,Flugbensín,Flugbensín,Sala innan svæðis - flj.,5793,4.223097,2015,Flug,Innanlands,NA,NA,Flights,6832,3550
Söludælur,Akureyrarflugvöllur,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flugbensín,Flugbensín,Sala ekki flutningsjöfnuð,3300,2.4057,2015,Flug,Millilanda,NA,NA,Flights,28981,20379
Söludælur,Akureyrarflugvöllur,600,"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flugbensín,Flugbensín,Sala innan svæðis - flj.,54246,39.545334000000004,2015,Flug,Innanlands,NA,NA,Flights,28981,20379
Söludælur,Egilsstaðaflugvöllur,700,"Fljótsdalshreppur,Múlaþing",Austurland,Flugbensín,Flugbensín,Sala ekki flutningsjöfnuð,2381,1.735749,2015,Flug,Millilanda,NA,NA,Flights,10247,4699
Söludælur,Egilsstaðaflugvöllur,700,"Fljótsdalshreppur,Múlaþing",Austurland,Flugbensín,Flugbensín,Sala innan svæðis - flj.,12219,8.907651,2015,Flug,Innanlands,NA,NA,Flights,10247,4699
