Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
Rangárþing eystra,Suðurland,Gasolía lituð,Gasolía,879.4724825763038,2018,Landbúnaður,Agriculture
"Ásahreppur,Rangárþing ytra",Suðurland,Gasolía lituð,Gasolía,458.736509345017,2018,Landbúnaður,Agriculture
"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Gasolía lituð,Gasolía,888.5866932874866,2018,Landbúnaður,Agriculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Gasolía lituð,Gasolía,49.96904405375926,2018,Landbúnaður,Agriculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Gasolía lituð,Gasolía,673.6978906697724,2018,Landbúnaður,Agriculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Gasolía lituð,Gasolía,673.6978906697724,2018,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,0,2018,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,940,2018,Flugvallarstarfsemi,Airport Operations
Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2018,Landbúnaður,Agriculture
Sveitarfélagið Vogar,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2018,Landbúnaður,Agriculture
Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,19.975893368827762,2018,Landbúnaður,Agriculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,48.934797478416804,2018,Landbúnaður,Agriculture
Sveitarfélagið Hornafjörður,Suðurland,Gasolía lituð,Gasolía,440.1828794853308,2018,Landbúnaður,Agriculture
Vestmannaeyjabær,Suðurland,Gasolía lituð,Gasolía,0,2018,Landbúnaður,Agriculture
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía lituð,Gasolía,1102.2500323516906,2018,Landbúnaður,Agriculture
Langanesbyggð,Norðurland eystra,Gasolía lituð,Gasolía,351.64383561643837,2019,Landbúnaður,Agriculture
Þingeyjarsveit,Norðurland eystra,Gasolía lituð,Gasolía,722.925794465088,2019,Landbúnaður,Agriculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía lituð,Gasolía,363.91940731702806,2019,Landbúnaður,Agriculture
Dalvíkurbyggð,Norðurland eystra,Gasolía lituð,Gasolía,326.8135433420221,2019,Landbúnaður,Agriculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,290,2019,Húshitun / Raforkuframleiðsla,Domestic Heating / Power Generation
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,1470.0872941045977,2019,Landbúnaður,Agriculture
"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Gasolía lituð,Gasolía,264.7671232876712,2019,Landbúnaður,Agriculture
Bolungarvíkurkaupstaður,Vestfirðir,Gasolía lituð,Gasolía,19.975893368827762,2019,Landbúnaður,Agriculture
Fjallabyggð,Norðurland eystra,Gasolía lituð,Gasolía,7.23972602739726,2019,Landbúnaður,Agriculture
Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,215.96352577967576,2019,Landbúnaður,Agriculture
Vesturbyggð,Vestfirðir,Gasolía lituð,Gasolía,136.23162886140537,2019,Landbúnaður,Agriculture
Súðavíkurhreppur,Vestfirðir,Gasolía lituð,Gasolía,31.50613757787514,2019,Landbúnaður,Agriculture
Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,165.01885641395376,2019,Landbúnaður,Agriculture
Dalabyggð,Vesturland,Gasolía lituð,Gasolía,448.4387074113102,2019,Landbúnaður,Agriculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía lituð,Gasolía,1050.8726822324516,2019,Landbúnaður,Agriculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,199.6054018079973,2019,Landbúnaður,Agriculture
"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Gasolía lituð,Gasolía,124.14587839461669,2019,Landbúnaður,Agriculture
Grundarfjarðarbær,Vesturland,Gasolía lituð,Gasolía,19.975893368827762,2019,Landbúnaður,Agriculture
Snæfellsbær,Vesturland,Gasolía lituð,Gasolía,82.45080694359714,2019,Landbúnaður,Agriculture
Húnaþing vestra,Norðurland vestra,Gasolía lituð,Gasolía,633.5283678109922,2019,Landbúnaður,Agriculture
Húnabyggð,Norðurland vestra,Gasolía lituð,Gasolía,819.0967685282754,2019,Landbúnaður,Agriculture
Sveitarfélagið Skagaströnd,Norðurland vestra,Gasolía lituð,Gasolía,7.23972602739726,2019,Landbúnaður,Agriculture
Skagafjörður,Norðurland vestra,Gasolía lituð,Gasolía,1418.2926164198698,2019,Landbúnaður,Agriculture
Vopnafjarðarhreppur,Austurland,Gasolía lituð,Gasolía,165.01885641395376,2019,Landbúnaður,Agriculture
Fjarðabyggð,Austurland,Gasolía lituð,Gasolía,247.75858244135102,2019,Landbúnaður,Agriculture
Mýrdalshreppur,Suðurland,Gasolía lituð,Gasolía,164.25119701255247,2019,Landbúnaður,Agriculture
Skaftárhreppur,Suðurland,Gasolía lituð,Gasolía,440.1828794853308,2019,Landbúnaður,Agriculture
Rangárþing eystra,Suðurland,Gasolía lituð,Gasolía,879.4724825763038,2019,Landbúnaður,Agriculture
"Ásahreppur,Rangárþing ytra",Suðurland,Gasolía lituð,Gasolía,458.736509345017,2019,Landbúnaður,Agriculture
"Bláskógabyggð,Grímsnes- og Grafningshreppur,Hrunamannahreppur,Skeiða- og Gnúpverjahreppur",Suðurland,Gasolía lituð,Gasolía,888.5866932874866,2019,Landbúnaður,Agriculture
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Gasolía lituð,Gasolía,49.96904405375926,2019,Landbúnaður,Agriculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Gasolía lituð,Gasolía,673.6978906697724,2019,Landbúnaður,Agriculture
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Gasolía lituð,Gasolía,673.6978906697724,2019,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,0,2019,Landbúnaður,Agriculture
Reykjanesbær,Suðurnes,Gasolía lituð,Gasolía,550,2019,Flugvallarstarfsemi,Airport Operations
Suðurnesjabær,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2019,Landbúnaður,Agriculture
Sveitarfélagið Vogar,Suðurnes,Gasolía lituð,Gasolía,7.23972602739726,2019,Landbúnaður,Agriculture
Mosfellsbær,Höfuðborgarsvæðið,Gasolía lituð,Gasolía,19.975893368827762,2019,Landbúnaður,Agriculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Gasolía lituð,Gasolía,48.934797478416804,2019,Landbúnaður,Agriculture
Sveitarfélagið Hornafjörður,Suðurland,Gasolía lituð,Gasolía,440.1828794853308,2019,Landbúnaður,Agriculture
Vestmannaeyjabær,Suðurland,Gasolía lituð,Gasolía,0,2019,Landbúnaður,Agriculture
"Fljótsdalshreppur,Múlaþing",Austurland,Gasolía lituð,Gasolía,1102.2500323516906,2019,Landbúnaður,Agriculture
Langanesbyggð,Norðurland eystra,Gasolía lituð,Gasolía,351.64383561643837,2020,Landbúnaður,Agriculture
Þingeyjarsveit,Norðurland eystra,Gasolía lituð,Gasolía,722.925794465088,2020,Landbúnaður,Agriculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Gasolía lituð,Gasolía,363.91940731702806,2020,Landbúnaður,Agriculture
Dalvíkurbyggð,Norðurland eystra,Gasolía lituð,Gasolía,326.8135433420221,2020,Landbúnaður,Agriculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,290,2020,Húshitun / Raforkuframleiðsla,Domestic Heating / Power Generation
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Gasolía lituð,Gasolía,1470.0872941045977,2020,Landbúnaður,Agriculture
"Árneshreppur,Kaldrananeshreppur,Strandabyggð",Vestfirðir,Gasolía lituð,Gasolía,264.7671232876712,2020,Landbúnaður,Agriculture
Bolungarvíkurkaupstaður,Vestfirðir,Gasolía lituð,Gasolía,19.975893368827762,2020,Landbúnaður,Agriculture
Fjallabyggð,Norðurland eystra,Gasolía lituð,Gasolía,7.23972602739726,2020,Landbúnaður,Agriculture
Ísafjarðarbær,Vestfirðir,Gasolía lituð,Gasolía,215.96352577967576,2020,Landbúnaður,Agriculture
Vesturbyggð,Vestfirðir,Gasolía lituð,Gasolía,136.23162886140537,2020,Landbúnaður,Agriculture
Súðavíkurhreppur,Vestfirðir,Gasolía lituð,Gasolía,31.50613757787514,2020,Landbúnaður,Agriculture
Reykhólahreppur,Vestfirðir,Gasolía lituð,Gasolía,165.01885641395376,2020,Landbúnaður,Agriculture
Dalabyggð,Vesturland,Gasolía lituð,Gasolía,448.4387074113102,2020,Landbúnaður,Agriculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía lituð,Gasolía,1050.8726822324516,2020,Landbúnaður,Agriculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía lituð,Gasolía,199.6054018079973,2020,Landbúnaður,Agriculture
"Eyja- og Miklaholtshreppur,Sveitarfélagið Stykkishólmur",Vesturland,Gasolía lituð,Gasolía,124.14587839461669,2020,Landbúnaður,Agriculture
Grundarfjarðarbær,Vesturland,Gasolía lituð,Gasolía,19.975893368827762,2020,Landbúnaður,Agriculture
Snæfellsbær,Vesturland,Gasolía lituð,Gasolía,82.45080694359714,2020,Landbúnaður,Agriculture
Húnaþing vestra,Norðurland vestra,Gasolía lituð,Gasolía,633.5283678109922,2020,Landbúnaður,Agriculture
Húnabyggð,Norðurland vestra,Gasolía lituð,Gasolía,819.0967685282754,2020,Landbúnaður,Agriculture
Sveitarfélagið Skagaströnd,Norðurland vestra,Gasolía lituð,Gasolía,7.23972602739726,2020,Landbúnaður,Agriculture
Skagafjörður,Norðurland vestra,Gasolía lituð,Gasolía,1418.2926164198698,2020,Landbúnaður,Agriculture
Vopnafjarðarhreppur,Austurland,Gasolía lituð,Gasolía,165.01885641395376,2020,Landbúnaður,Agriculture
Fjarðabyggð,Austurland,Gasolía lituð,Gasolía,247.75858244135102,2020,Landbúnaður,Agriculture
Mýrdalshreppur,Suðurland,Gasolía lituð,Gasolía,164.25119701255247,2020,Landbúnaður,Agriculture
