Municipality,Region,Fuel_type,Fuel_supertype,Quantity_ton,Year,Use,Use_eng
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Olíunotkun,Gasolía,394.323225,2014,Framleiðsla og vinnsla málma,Metal production and processing
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,92.83872,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Bensín,Bensín,79.155,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Propan gas,Gas,238,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,90.825,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Skipa- og flotaolía,Gasolía,789.428022701811,2014,Framleiðsla og vinnsla málma,Metal production and processing
Vesturbyggð,Vestfirðir,Olía,Gasolía,87.05619499999999,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skagafjörður,Norðurland vestra,Flotadieselolía,Gasolía,99.806,2013,Steinefnaiðnaður,Mineral industry
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,85.65489500000001,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skagafjörður,Norðurland vestra,Olía og bensín,Bensín,98.935,2010,Steinefnaiðnaður,Mineral industry
Langanesbyggð,Norðurland eystra,Svartolía,Svartolía,764.642,2014,Fiskimjölsverksmiðjur,Fishmeal plants
Vestmannaeyjabær,Suðurland,Dieselolía,Gasolía,6.529885,2014,Fiskimjölsverksmiðjur,Fishmeal plants
Vesturbyggð,Vestfirðir,Gasolía,Gasolía,84.289925,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,83.532185,2011,Malbikunarstöðvar,Asphalt plants
Ísafjarðarbær,Vestfirðir,Ekki tilgreind nákvæm tegund olíu,Gasolía,82.2701673,2018,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Skagafjörður,Norðurland vestra,Díeselolía,Gasolía,87.97,2014,Steinefnaiðnaður,Mineral industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 okt,Bensín,65.817,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Skagafjörður,Norðurland vestra,Dieselolía,Gasolía,87.407,2012,Steinefnaiðnaður,Mineral industry
"Akraneskaupstaður,Hvalfjarðarsveit,Kjósarhreppur",Vesturland,Gasolía (Dieselolía),Gasolía,404.1972,2015,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,64.02075,2010,Efnaiðnaður,Chemical industry
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,72.80272500000001,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Sveitarfélagið Hornafjörður,Suðurland,Svartolía,Svartolía,82.545,2014,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 oktan,Bensín,60.17475,2011,Úrgangur og efnamóttaka,Waste and chemical reception
Vesturbyggð,Vestfirðir,Ótilgreind (sameiginleg olíunotkun),Gasolía,100.3716244,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,69.064195,2010,Malbikunarstöðvar,Asphalt plants
Skagafjörður,Norðurland vestra,Díeselolía,Gasolía,76.58,2011,Steinefnaiðnaður,Mineral industry
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,62.170145,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Gasolía,Gasolía,61.286114999999995,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Fljótsdalshreppur,Múlaþing",Austurland,Svartolía,Svartolía,1400,2016,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía litdú,Gasolía,58.31138,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía litlu,Gasolía,57.831305,2010,Úrgangur og efnamóttaka,Waste and chemical reception
"Ásahreppur,Rangárþing ytra",Suðurland,Olía,Gasolía,57.00869,2011,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 okt,Bensín,49.41,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,54.649834999999996,2017,Malbikunarstöðvar,Asphalt plants
"Ásahreppur,Rangárþing ytra",Suðurland,Olíunotkun,Gasolía,53.047855,2018,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,52.19929,2014,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,45.13575,2011,Efnaiðnaður,Chemical industry
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,51.9,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,50.91909,2015,Malbikunarstöðvar,Asphalt plants
Reykjanesbær,Suðurnes,Gasolía,Gasolía,50.832589999999996,2020,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Ótilgreind (almenn olíunotkun),Gasolía,69.24325,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,43.923835,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Lífdísel (B10),Blandað,37.85325,2014,Framleiðsla og vinnsla málma,Metal production and processing
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,43.356395,2013,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,37.5,2013,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Bensín,Bensín,37.20375,2020,Framleiðsla og vinnsla málma,Metal production and processing
"Ásahreppur,Rangárþing ytra",Suðurland,Ótilgreind olía,Gasolía,42.666125,2020,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Ásahreppur,Rangárþing ytra",Suðurland,"Ótilgreind (almennt nefnd sem ""olíunotkun"")",Gasolía,42.002669999999995,2019,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Skipaolía,Gasolía,41.7449,2018,Malbikunarstöðvar,Asphalt plants
Reykjanesbær,Suðurnes,Gasolía,Gasolía,41.628125,2012,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasoílunotkun,Gasolía,41.621205,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísel,Lífdíselolía,41.001,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Diesel / Flotaolía,Gasolía,40.92142,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Dísilolía,Gasolía,39.71561,2019,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,39.63776,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,39.56856,2013,Efnaiðnaður,Chemical industry
Vesturbyggð,Vestfirðir,Olíunotkun,Gasolía,8.71055,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Olía,Gasolía,38.784870000000005,2014,Efnaiðnaður,Chemical industry
Fjarðabyggð,Austurland,"Dísilolía (Tn, N)",Gasolía,38.526235,2013,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,33.37425,2012,Efnaiðnaður,Chemical industry
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,38.36621,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,37.867105,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísel,Lífdíselolía,37.67075,2018,Malbikunarstöðvar,Asphalt plants
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,36.36546499999999,2012,Malbikunarstöðvar,Asphalt plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 okt,Bensín,31.425,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,35.76775,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,34.77646,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Flotaolía,Gasolía,33.31634,2016,Malbikunarstöðvar,Asphalt plants
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,32.371119900000004,2011,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,32.27142,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín 95 okt,Bensín,27.93375,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Gasolía,Gasolía,31.979915000000002,2011,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Skipaolía,Gasolía,31.088099999999997,2020,Malbikunarstöðvar,Asphalt plants
Sveitarfélagið Hornafjörður,Suðurland,Díselolía,Gasolía,30.660790000000002,2010,Fiskimjölsverksmiðjur,Fishmeal plants
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía,Gasolía,30.446270000000002,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,30.289704999999998,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Bensín,Bensín,25.73025,2011,Framleiðsla og vinnsla málma,Metal production and processing
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,25.6965,2020,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísell,Lífdíselolía,29.41,2018,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Gasoil,Gasolía,29.142715,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Gasolía,Gasolía,28.978364999999997,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,25.01025,2013,Efnaiðnaður,Chemical industry
Fjarðabyggð,Austurland,Bensín,Bensín,24.4965,2010,Framleiðsla og vinnsla málma,Metal production and processing
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Dísel (gasolía),Gasolía,27.73882,2017,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lífdísel,Lífdíselolía,27.68,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Norðurþing,Tjörneshreppur",Norðurland eystra,Olía,Gasolía,27.522569999999998,2017,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Olía,Gasolía,252.48485,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,27.269125,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,27.10218,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Ótilgreind,Gasolía,25.98633,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,22.5,2016,Úrgangur og efnamóttaka,Waste and chemical reception
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,25.90502,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,21.9255,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Skipaolía,Gasolía,25.27184,2019,Malbikunarstöðvar,Asphalt plants
Reykjanesbær,Suðurnes,Gasolía,Gasolía,25.172365,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olía,Gasolía,25.085,2011,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Litað vélolía,Gasolía,25.085,2012,Efnaiðnaður,Chemical industry
Langanesbyggð,Norðurland eystra,Dieselolía,Gasolía,0,2014,Fiskimjölsverksmiðjur,Fishmeal plants
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Litað vélolía,Gasolía,24.930165000000002,2012,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Lituð vélolía,Gasolía,24.468255000000003,2010,Efnaiðnaður,Chemical industry
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,21.18975,2017,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,20.9805,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,20.80875,2014,Úrgangur og efnamóttaka,Waste and chemical reception
"Flóahreppur,Sveitarfélagið Árborg",Suðurland,Olía,Gasolía,23.980395,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Dieselolía,Gasolía,23.36248744,2012,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Vesturbyggð,Vestfirðir,Díselolía,Gasolía,22.90866,2010,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Fjarðabyggð,Austurland,Svartolía,Svartolía,26.445,2014,Fiskimjölsverksmiðjur,Fishmeal plants
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,22.343815,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,22.141405,2014,Úrgangur og efnamóttaka,Waste and chemical reception
Fjarðabyggð,Austurland,Bensín,Bensín,19.1745,2012,Framleiðsla og vinnsla málma,Metal production and processing
Reykjanesbær,Suðurnes,Gasolía,Gasolía,21.64922,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Ásahreppur,Rangárþing ytra",Suðurland,Olía,Gasolía,21.625,2020,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
"Ásahreppur,Rangárþing ytra",Suðurland,Olía,Gasolía,21.260835,2020,Matvæla og drykkjarvöruiðnaður,Food and beverage industry
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,20.974520000000002,2015,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,20.878505,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dieselolía,Gasolía,20.620735,2015,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Ótilgreind (almenn olíunotkun),Gasolía,20.401025,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Húnabyggð,Norðurland vestra,Gasolía,Gasolía,20.356044999999998,2012,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,20.286845,2016,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Dísilolía,Gasolía,20.265220000000003,2017,Úrgangur og efnamóttaka,Waste and chemical reception
Reykjanesbær,Suðurnes,Gasolía,Gasolía,20.202939999999998,2010,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,19.673560000000002,2014,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,16.8495,2020,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,19.32237,2018,Úrgangur og efnamóttaka,Waste and chemical reception
"Hveragerðisbær,Sveitarfélagið Ölfus",Suðurland,Olía,Gasolía,19.03,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Akureyrarbær,Eyjafjarðarsveit,Hörgársveit,Svalbarðsstrandarhreppur,Grýtubakkahreppur",Norðurland eystra,Olía,Gasolía,208.410505,2013,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía lituð,Gasolía,18.62864,2012,Úrgangur og efnamóttaka,Waste and chemical reception
Ísafjarðarbær,Vestfirðir,Skipagasolía,Gasolía,18.24112,2013,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Fljótsdalshreppur,Múlaþing",Austurland,Bensín,Bensín,15.72975,2016,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
Reykjanesbær,Suðurnes,Olía og bensín,Bensín,15.5475,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Norðurþing,Tjörneshreppur",Norðurland eystra,Hráolía,Svartolía,20.571,2019,Eldi sjávar- og ferskvatnslífvera,Marine and freshwater aquaculture
"Borgarbyggð,Skorradalshreppur",Vesturland,Gasolía,Gasolía,17.752395,2015,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Díselolía,Gasolía,17.645135,2019,Úrgangur og efnamóttaka,Waste and chemical reception
"Garðabær,Hafnarfjarðarkaupstaður,Kópavogsbær,Reykjavíkurborg,Seltjarnarnesbær",Höfuðborgarsvæðið,Bensín,Bensín,15.2955,2013,Úrgangur og efnamóttaka,Waste and chemical reception
